college_id,college_name,university_name,institution_type,ownership,state,city,district,address,latitude,longitude,established_year,accreditation,degrees,branches,total_approved_intake,faculty_count,student_count,student_faculty_ratio,placement_rate,median_package_lpa,average_package_lpa,highest_package_lpa,placed_students_count,graduated_students_count,higher_studies_rate,tuition_fee_annual,hostel_fee_annual,estimated_total_cost_annual,hostel_available,pcs_accessibility_score,distance_to_major_city_km,data_source,data_year,academic_indicators,recruiting_companies,internship_information,scholarship_information,campus_area_acres,library_facility,laboratories_facility,sports_facilities,medical_facilities,internet_connectivity,other_facilities,public_transport_information,clubs_and_societies,cultural_events,extracurricular_activities,data_source_url,has_placement_data,data_confidence,is_derived,placement_score,academic_score,affordability_score,infrastructure_score,location_score,student_life_score,confidence_score,data_confidence_tier
NIRF-INDIANINSTITUTEOFTECHNOL,Indian Institute of Technology (Indian School of Mines),Indian Institute of Technology (Indian School of Mines),Central University,Government,National,Headquarters,Headquarters,"Indian Institute of Technology (Indian School of Mines), Headquarters, National",,,,NIRF Disclosed / Ministry of Education,B.Tech; M.Tech; PhD,Computer Science; Mechanical; Civil; Electrical; Electronics,824,354.0,5228.0,14.8,72.1,11.0,,,537.0,745.0,1.9,,,,Available for Boys & Girls,3.0,,NIRF MHRD Disclosures,2021,,,,,,,,,,,,,,,,https://www.nirfindia.org,True,High,False,61.7,98.0,86.0,98.0,68.0,83.0,75.0,High
NIRF-59,National Institute of Technology Karnataka,National Institute of Technology Karnataka,Central University,Government,National,Headquarters,Headquarters,"National Institute of Technology Karnataka, Headquarters, National",,,,NIRF Disclosed / Ministry of Education,B.Tech; M.Tech; PhD,Computer Science; Mechanical; Civil; Electrical; Electronics,740,440.0,4847.0,11.0,83.6,9.86,,,632.0,756.0,15.1,,,,Available for Boys & Girls,3.0,,NIRF MHRD Disclosures,2021,,,,,,,,,,,,,,,,https://www.nirfindia.org,True,High,False,69.3,98.0,86.0,98.0,68.0,83.0,75.0,High
NIRF-NORTHEASTERNHILLUNIVERSI,North Eastern Hill University,North Eastern Hill University,Central University,Government,Meghalaya,Shillong,Shillong,"North Eastern Hill University, Shillong, Meghalaya",,,,NIRF Disclosed / Ministry of Education,B.Tech; M.Tech; PhD,Computer Science; Mechanical; Civil; Electrical; Electronics,240,300.0,3804.0,12.7,15.2,3.8,,,21.0,138.0,0.0,,,,Available for Boys & Girls,2.0,,NIRF MHRD Disclosures,2021,,,,,,,,,,,,,,,,https://www.nirfindia.org,True,High,False,17.0,98.0,86.0,98.0,68.0,83.0,75.0,High
NIRF-ALAGAPPAUNIVERSITY,Alagappa University,Alagappa University,State Government University,Government,Tamil Nadu,Karaikudi,Karaikudi,"Alagappa University, Karaikudi, Tamil Nadu",,,,NIRF Disclosed / Ministry of Education,B.Tech; M.Tech; PhD,Computer Science; Mechanical; Civil; Electrical; Electronics,105,349.0,3305.0,9.5,57.0,0.9,,,45.0,79.0,15.2,,,,Available for Boys & Girls,3.0,,NIRF MHRD Disclosures,2021,,,,,,,,,,,,,,,,https://www.nirfindia.org,True,High,False,33.9,98.0,86.0,92.0,68.0,83.0,75.0,High
NIRF-62,Indian Institute of Technology Hyderabad,Indian Institute of Technology Hyderabad,Central University,Government,National,Headquarters,Headquarters,"Indian Institute of Technology Hyderabad, Headquarters, National",,,,NIRF Disclosed / Ministry of Education,B.Tech; M.Tech; PhD,Computer Science; Mechanical; Civil; Electrical; Electronics,240,242.0,1756.0,7.3,65.8,17.0,,,144.0,219.0,20.1,,,,Available for Boys & Girls,3.0,,NIRF MHRD Disclosures,2021,,,,,,,,,,,,,,,,https://www.nirfindia.org,True,High,False,75.8,98.0,86.0,98.0,68.0,83.0,75.0,High
NIRF-63,National Institute of Technology Warangal,National Institute of Technology Warangal,Central University,Government,National,Headquarters,Headquarters,"National Institute of Technology Warangal, Headquarters, National",,,,NIRF Disclosed / Ministry of Education,B.Tech; M.Tech; PhD,Computer Science; Mechanical; Civil; Electrical; Electronics,800,403.0,5417.0,13.4,79.4,9.0,,,572.0,720.0,9.6,,,,Available for Boys & Girls,3.0,,NIRF MHRD Disclosures,2021,,,,,,,,,,,,,,,,https://www.nirfindia.org,True,High,False,63.5,98.0,86.0,98.0,68.0,83.0,75.0,High
NIRF-THAPARINSTITUTEOFENGINEE,Thapar Institute of Engineering and Technology,Thapar Institute of Engineering and Technology,Central University,Government,National,Headquarters,Headquarters,"Thapar Institute of Engineering and Technology, Headquarters, National",,,,NIRF Disclosed / Ministry of Education,B.Tech; M.Tech; PhD,Computer Science; Mechanical; Civil; Electrical; Electronics,1480,555.0,8212.0,14.8,68.0,8.1,,,1053.0,1549.0,11.7,,,,Available for Boys & Girls,3.0,,NIRF MHRD Disclosures,2021,,,,,,,,,,,,,,,,https://www.nirfindia.org,True,High,False,57.6,98.0,86.0,98.0,68.0,83.0,75.0,High
NIRF-65,Indian Institute of Technology Gandhinagar,Indian Institute of Technology Gandhinagar,Central University,Government,National,Headquarters,Headquarters,"Indian Institute of Technology Gandhinagar, Headquarters, National",,,,NIRF Disclosed / Ministry of Education,B.Tech; M.Tech; PhD,Computer Science; Mechanical; Civil; Electrical; Electronics,180,122.0,1303.0,10.7,52.6,8.96,,,82.0,156.0,23.7,,,,Available for Boys & Girls,3.0,,NIRF MHRD Disclosures,2021,,,,,,,,,,,,,,,,https://www.nirfindia.org,True,High,False,58.3,98.0,86.0,98.0,68.0,83.0,75.0,High
NIRF-SHIVNADARUNIVERSITY,Shiv Nadar University,Shiv Nadar University,Private University,Private,Uttar Pradesh,Greater Noida,Greater Noida,"Shiv Nadar University, Greater Noida, Uttar Pradesh",,,,NIRF Disclosed / Ministry of Education,B.Tech; M.Tech; PhD,Computer Science; Mechanical; Civil; Electrical; Electronics,504,243.0,1845.0,7.6,64.3,6.0,,,313.0,487.0,10.3,,,,Available for Boys & Girls,3.0,,NIRF MHRD Disclosures,2021,,,,,,,,,,,,,,,,https://www.nirfindia.org,True,High,False,49.5,98.0,62.0,92.0,68.0,83.0,75.0,High
NIRF-67,Indian Institute of Technology Bombay,Indian Institute of Technology Bombay,Central University,Government,National,Headquarters,Headquarters,"Indian Institute of Technology Bombay, Headquarters, National",,,,NIRF Disclosed / Ministry of Education,B.Tech; M.Tech; PhD,Computer Science; Mechanical; Civil; Electrical; Electronics,779,682.0,7465.0,10.9,72.5,35.0,,,464.0,640.0,18.4,,,,Available for Boys & Girls,3.0,,NIRF MHRD Disclosures,2021,,,,,,,,,,,,,,,,https://www.nirfindia.org,True,High,False,86.4,98.0,86.0,98.0,68.0,83.0,75.0,High
NIRF-68,Indian Institute of Technology Roorkee,Indian Institute of Technology Roorkee,Central University,Government,National,Headquarters,Headquarters,"Indian Institute of Technology Roorkee, Headquarters, National",,,,NIRF Disclosed / Ministry of Education,B.Tech; M.Tech; PhD,Computer Science; Mechanical; Civil; Electrical; Electronics,845,574.0,5629.0,9.8,83.5,17.54,,,663.0,794.0,16.5,,,,Available for Boys & Girls,3.0,,NIRF MHRD Disclosures,2021,,,,,,,,,,,,,,,,https://www.nirfindia.org,True,High,False,82.2,98.0,86.0,98.0,68.0,83.0,75.0,High
NIRF-CALICUTUNIVERSITY,Calicut University,Calicut University,State Government University,Government,Kerala,Thenhipalam,Thenhipalam,"Calicut University, Thenhipalam, Kerala",,,,NIRF Disclosed / Ministry of Education,B.Tech; M.Tech; PhD,Computer Science; Mechanical; Civil; Electrical; Electronics,55,260.0,2135.0,8.2,16.2,3.81,,,6.0,37.0,67.6,,,,Available for Boys & Girls,3.0,,NIRF MHRD Disclosures,2021,,,,,,,,,,,,,,,,https://www.nirfindia.org,True,High,False,27.4,98.0,86.0,92.0,68.0,83.0,75.0,High
NIRF-BHARATHIDASANUNIVERSITY,Bharathidasan University,Bharathidasan University,State Government University,Government,Tamil Nadu,Tiruchirappalli,Tiruchirappalli,"Bharathidasan University, Tiruchirappalli, Tamil Nadu",,,,NIRF Disclosed / Ministry of Education,B.Tech; M.Tech; PhD,Computer Science; Mechanical; Civil; Electrical; Electronics,160,259.0,2645.0,10.2,27.5,1.26,,,22.0,80.0,13.8,,,,Available for Boys & Girls,3.0,,NIRF MHRD Disclosures,2021,,,,,,,,,,,,,,,,https://www.nirfindia.org,True,High,False,21.5,98.0,86.0,92.0,68.0,83.0,75.0,High
NIRF-71,Indian Institute of Technology Madras,Indian Institute of Technology Madras,Central University,Government,National,Headquarters,Headquarters,"Indian Institute of Technology Madras, Headquarters, National",,,,NIRF Disclosed / Ministry of Education,B.Tech; M.Tech; PhD,Computer Science; Mechanical; Civil; Electrical; Electronics,466,642.0,6609.0,10.3,76.5,15.0,,,286.0,374.0,11.5,,,,Available for Boys & Girls,3.0,,NIRF MHRD Disclosures,2021,,,,,,,,,,,,,,,,https://www.nirfindia.org,True,High,False,74.0,98.0,86.0,98.0,68.0,83.0,75.0,High
NIRF-AMRITAVISHWAVIDYAPEETHAM,Amrita Vishwa Vidyapeetham,Amrita Vishwa Vidyapeetham,Deemed University (Private),Private,Tamil Nadu,Coimbatore,Coimbatore,"Amrita Vishwa Vidyapeetham, Coimbatore, Tamil Nadu",,,,NIRF Disclosed / Ministry of Education,B.Tech; M.Tech; PhD,Computer Science; Mechanical; Civil; Electrical; Electronics,900,1624.0,21108.0,13.0,15.6,2.23,,,121.0,776.0,52.4,,,,Available for Boys & Girls,3.0,,NIRF MHRD Disclosures,2021,,,,,,,,,,,,,,,,https://www.nirfindia.org,True,High,False,21.2,98.0,62.0,92.0,68.0,83.0,75.0,High
NIRF-BHARATHINSTITUTEOFHIGHER,Bharath Institute of Higher Education & Research,Bharath Institute of Higher Education & Research,Central University,Government,National,Headquarters,Headquarters,"Bharath Institute of Higher Education & Research, Headquarters, National",,,,NIRF Disclosed / Ministry of Education,B.Tech; M.Tech; PhD,Computer Science; Mechanical; Civil; Electrical; Electronics,720,1338.0,16986.0,12.7,65.3,3.55,,,438.0,671.0,34.7,,,,Available for Boys & Girls,3.0,,NIRF MHRD Disclosures,2021,,,,,,,,,,,,,,,,https://www.nirfindia.org,True,High,False,45.8,98.0,86.0,98.0,68.0,83.0,75.0,High
NIRF-74,Indian Institute of Technology Guwahati,Indian Institute of Technology Guwahati,Central University,Government,National,Headquarters,Headquarters,"Indian Institute of Technology Guwahati, Headquarters, National",,,,NIRF Disclosed / Ministry of Education,B.Tech; M.Tech; PhD,Computer Science; Mechanical; Civil; Electrical; Electronics,660,436.0,4339.0,10.0,82.2,18.0,,,491.0,597.0,9.7,,,,Available for Boys & Girls,3.0,,NIRF MHRD Disclosures,2021,,,,,,,,,,,,,,,,https://www.nirfindia.org,True,High,False,79.5,98.0,86.0,98.0,68.0,83.0,75.0,High
NIRF-SAVITRIBAIPHULEPUNEUNIVE,Savitribai Phule Pune University,Savitribai Phule Pune University,Central University,Government,National,Headquarters,Headquarters,"Savitribai Phule Pune University, Headquarters, National",,,,NIRF Disclosed / Ministry of Education,B.Tech; M.Tech; PhD,Computer Science; Mechanical; Civil; Electrical; Electronics,30,712.0,4427.0,6.2,33.3,3.55,,,10.0,30.0,46.7,,,,Available for Boys & Girls,3.0,,NIRF MHRD Disclosures,2021,,,,,,,,,,,,,,,,https://www.nirfindia.org,True,High,False,33.0,98.0,86.0,98.0,68.0,83.0,75.0,High
NIRF-MAHATMAGANDHIUNIVERSITY,Mahatma Gandhi University,Mahatma Gandhi University,Central University,Government,National,Headquarters,Headquarters,"Mahatma Gandhi University, Headquarters, National",,,,NIRF Disclosed / Ministry of Education,B.Tech; M.Tech; PhD,Computer Science; Mechanical; Civil; Electrical; Electronics,30,135.0,1137.0,8.4,0.0,0.96,,,0.0,24.0,54.2,,,,Available for Boys & Girls,3.0,,NIRF MHRD Disclosures,2021,,,,,,,,,,,,,,,,https://www.nirfindia.org,True,High,False,15.0,98.0,86.0,98.0,68.0,83.0,75.0,High
NIRF-77,Indian Institute of Technology Mandi,Indian Institute of Technology Mandi,Central University,Government,National,Headquarters,Headquarters,"Indian Institute of Technology Mandi, Headquarters, National",,,,NIRF Disclosed / Ministry of Education,B.Tech; M.Tech; PhD,Computer Science; Mechanical; Civil; Electrical; Electronics,145,136.0,1734.0,12.8,66.4,10.0,,,85.0,128.0,13.3,,,,Available for Boys & Girls,3.0,,NIRF MHRD Disclosures,2021,,,,,,,,,,,,,,,,https://www.nirfindia.org,True,High,False,62.0,98.0,86.0,98.0,68.0,83.0,75.0,High
NIRF-78,National Institute of Technology Tiruchirappalli,National Institute of Technology Tiruchirappalli,Central University,Government,National,Headquarters,Headquarters,"National Institute of Technology Tiruchirappalli, Headquarters, National",,,,NIRF Disclosed / Ministry of Education,B.Tech; M.Tech; PhD,Computer Science; Mechanical; Civil; Electrical; Electronics,768,413.0,5493.0,13.3,69.2,10.5,,,556.0,803.0,22.2,,,,Available for Boys & Girls,3.0,,NIRF MHRD Disclosures,2021,,,,,,,,,,,,,,,,https://www.nirfindia.org,True,High,False,67.7,98.0,86.0,98.0,68.0,83.0,75.0,High
NIRF-INDIANINSTITUTEOFSCIENCE,Indian Institute of Science Education & Research Kolkata,Indian Institute of Science Education & Research Kolkata,Central University,Government,National,Headquarters,Headquarters,"Indian Institute of Science Education & Research Kolkata, Headquarters, National",,,,NIRF Disclosed / Ministry of Education,B.Tech; M.Tech; PhD,Computer Science; Mechanical; Civil; Electrical; Electronics,200,127.0,937.0,7.4,6.4,7.0,,,11.0,172.0,59.3,,,,Available for Boys & Girls,3.0,,NIRF MHRD Disclosures,2021,,,,,,,,,,,,,,,,https://www.nirfindia.org,True,High,False,35.3,98.0,86.0,98.0,68.0,83.0,75.0,High
NIRF-ANDHRAUNIVERSITYVISAKHAP,"Andhra University, Visakhapatnam","Andhra University, Visakhapatnam",State Government University,Government,Andhra Pradesh,Visakhapatnam,Visakhapatnam,"Andhra University, Visakhapatnam, Visakhapatnam, Andhra Pradesh",,,,NIRF Disclosed / Ministry of Education,B.Tech; M.Tech; PhD,Computer Science; Mechanical; Civil; Electrical; Electronics,120,684.0,9048.0,13.2,14.1,2.0,,,10.0,71.0,56.3,,,,Available for Boys & Girls,3.0,,NIRF MHRD Disclosures,2021,,,,,,,,,,,,,,,,https://www.nirfindia.org,True,High,False,20.6,98.0,86.0,92.0,68.0,83.0,75.0,High
NIRF-81,Indian Institute of Technology Bhubaneswar,Indian Institute of Technology Bhubaneswar,Central University,Government,National,Headquarters,Headquarters,"Indian Institute of Technology Bhubaneswar, Headquarters, National",,,,NIRF Disclosed / Ministry of Education,B.Tech; M.Tech; PhD,Computer Science; Mechanical; Civil; Electrical; Electronics,220,150.0,1836.0,12.2,80.0,13.5,,,156.0,195.0,2.1,,,,Available for Boys & Girls,3.0,,NIRF MHRD Disclosures,2021,,,,,,,,,,,,,,,,https://www.nirfindia.org,True,High,False,69.3,98.0,86.0,98.0,68.0,83.0,75.0,High
NIRF-SHANMUGHAARTSSCIENCETECH,Shanmugha Arts Science Technology & Research Academy,Shanmugha Arts Science Technology & Research Academy,Central University,Government,National,Headquarters,Headquarters,"Shanmugha Arts Science Technology & Research Academy, Headquarters, National",,,,NIRF Disclosed / Ministry of Education,B.Tech; M.Tech; PhD,Computer Science; Mechanical; Civil; Electrical; Electronics,120,722.0,9851.0,13.6,61.9,3.0,,,70.0,113.0,38.1,,,,Available for Boys & Girls,3.0,,NIRF MHRD Disclosures,2021,,,,,,,,,,,,,,,,https://www.nirfindia.org,True,High,False,41.4,98.0,86.0,98.0,68.0,83.0,75.0,High
NIRF-UNIVERSITYOFKASHMIR,University of Kashmir,University of Kashmir,Central University,Government,National,Headquarters,Headquarters,"University of Kashmir, Headquarters, National",,,,NIRF Disclosed / Ministry of Education,B.Tech; M.Tech; PhD,Computer Science; Mechanical; Civil; Electrical; Electronics,65,552.0,8672.0,15.7,32.8,8.0,,,20.0,61.0,24.6,,,,Available for Boys & Girls,3.0,,NIRF MHRD Disclosures,2021,,,,,,,,,,,,,,,,https://www.nirfindia.org,True,High,False,48.4,96.0,86.0,98.0,68.0,83.0,75.0,High
NIRF-GURUNANAKDEVUNIVERSITY,Guru Nanak Dev University,Guru Nanak Dev University,State Government University,Government,Punjab,Amritsar,Amritsar,"Guru Nanak Dev University, Amritsar, Punjab",,,,NIRF Disclosed / Ministry of Education,B.Tech; M.Tech; PhD,Computer Science; Mechanical; Civil; Electrical; Electronics,555,594.0,9756.0,16.4,70.4,3.5,,,333.0,473.0,29.6,,,,Available for Boys & Girls,3.0,,NIRF MHRD Disclosures,2021,,,,,,,,,,,,,,,,https://www.nirfindia.org,True,High,False,47.5,96.0,86.0,92.0,68.0,83.0,75.0,High
NIRF-DRDYPATILVIDYAPEETH,Dr. D. Y. Patil Vidyapeeth,Dr. D. Y. Patil Vidyapeeth,Deemed University (Private),Private,Maharashtra,Pune,Pune,"Dr. D. Y. Patil Vidyapeeth, Pune, Maharashtra",,,,NIRF Disclosed / Ministry of Education,B.Tech; M.Tech; PhD,Computer Science; Mechanical; Civil; Electrical; Electronics,290,651.0,4422.0,6.8,76.8,2.4,,,179.0,233.0,21.9,,,,Available for Boys & Girls,3.0,,NIRF MHRD Disclosures,2021,,,,,,,,,,,,,,,,https://www.nirfindia.org,True,High,False,44.5,98.0,62.0,92.0,68.0,83.0,75.0,High
NIRF-86,Indian Institute of Technology Delhi,Indian Institute of Technology Delhi,Central University,Government,National,Headquarters,Headquarters,"Indian Institute of Technology Delhi, Headquarters, National",,,,NIRF Disclosed / Ministry of Education,B.Tech; M.Tech; PhD,Computer Science; Mechanical; Civil; Electrical; Electronics,749,706.0,6359.0,9.0,78.6,15.5,,,511.0,650.0,13.8,,,,Available for Boys & Girls,3.0,,NIRF MHRD Disclosures,2021,,,,,,,,,,,,,,,,https://www.nirfindia.org,True,High,False,76.4,98.0,86.0,98.0,68.0,83.0,75.0,High
NIRF-SRISIVASUBRAMANIYANADARC,Sri Sivasubramaniya Nadar College of Engineering,Sri Sivasubramaniya Nadar College of Engineering,Central University,Government,National,Headquarters,Headquarters,"Sri Sivasubramaniya Nadar College of Engineering, Headquarters, National",,,,NIRF Disclosed / Ministry of Education,B.Tech; M.Tech; PhD,Computer Science; Mechanical; Civil; Electrical; Electronics,780,253.0,4102.0,16.2,82.4,5.0,,,579.0,703.0,15.2,,,,Available for Boys & Girls,3.0,,NIRF MHRD Disclosures,2021,,,,,,,,,,,,,,,,https://www.nirfindia.org,True,High,False,55.1,96.0,86.0,98.0,68.0,83.0,75.0,High
NIRF-KONERULAKSHMAIAHEDUCATIO,Koneru Lakshmaiah Education Foundation University (K L College of Engineering),Koneru Lakshmaiah Education Foundation University (K L College of Engineering),Central University,Government,National,Headquarters,Headquarters,"Koneru Lakshmaiah Education Foundation University (K L College of Engineering), Headquarters, National",,,,NIRF Disclosed / Ministry of Education,B.Tech; M.Tech; PhD,Computer Science; Mechanical; Civil; Electrical; Electronics,3740,1085.0,14891.0,13.7,50.1,4.35,,,1565.0,3123.0,9.9,,,,Available for Boys & Girls,3.0,,NIRF MHRD Disclosures,2021,,,,,,,,,,,,,,,,https://www.nirfindia.org,True,High,False,37.4,98.0,86.0,98.0,68.0,83.0,75.0,High
NIRF-UNIVERSITYOFDELHI,University of Delhi,University of Delhi,Central University,Government,National,Headquarters,Headquarters,"University of Delhi, Headquarters, National",,,,NIRF Disclosed / Ministry of Education,B.Tech; M.Tech; PhD,Computer Science; Mechanical; Civil; Electrical; Electronics,348,1060.0,21615.0,20.4,23.2,4.0,,,62.0,267.0,49.1,,,,Available for Boys & Girls,3.0,,NIRF MHRD Disclosures,2021,,,,,,,,,,,,,,,,https://www.nirfindia.org,True,High,False,31.1,94.0,86.0,98.0,68.0,83.0,75.0,High
NIRF-BANASTHALIVIDYAPITH,Banasthali Vidyapith,Banasthali Vidyapith,Deemed University (Private),Private,Rajasthan,Banasthali,Banasthali,"Banasthali Vidyapith, Banasthali, Rajasthan",,,,NIRF Disclosed / Ministry of Education,B.Tech; M.Tech; PhD,Computer Science; Mechanical; Civil; Electrical; Electronics,1335,661.0,11686.0,17.7,7.2,2.6,,,102.0,1421.0,61.5,,,,Available for Boys & Girls,3.0,,NIRF MHRD Disclosures,2021,,,,,,,,,,,,,,,,https://www.nirfindia.org,True,High,False,17.9,96.0,62.0,92.0,68.0,83.0,75.0,High
NIRF-SYMBIOSISINTERNATIONAL,Symbiosis International,Symbiosis International,Central University,Government,National,Headquarters,Headquarters,"Symbiosis International, Headquarters, National",,,,NIRF Disclosed / Ministry of Education,B.Tech; M.Tech; PhD,Computer Science; Mechanical; Civil; Electrical; Electronics,960,1255.0,17488.0,13.9,61.8,7.54,,,671.0,1086.0,38.2,,,,Available for Boys & Girls,3.0,,NIRF MHRD Disclosures,2021,,,,,,,,,,,,,,,,https://www.nirfindia.org,True,High,False,58.9,98.0,86.0,98.0,68.0,83.0,75.0,High
NIRF-92,Indian Institute of Technology (Banaras Hindu University) Varanasi,Indian Institute of Technology (Banaras Hindu University) Varanasi,Central University,Government,National,Headquarters,Headquarters,"Indian Institute of Technology (Banaras Hindu University) Varanasi, Headquarters, National",,,,NIRF Disclosed / Ministry of Education,B.Tech; M.Tech; PhD,Computer Science; Mechanical; Civil; Electrical; Electronics,815,343.0,5546.0,16.2,89.1,13.48,,,669.0,751.0,3.3,,,,Available for Boys & Girls,3.0,,NIRF MHRD Disclosures,2021,,,,,,,,,,,,,,,,https://www.nirfindia.org,True,High,False,73.4,96.0,86.0,98.0,68.0,83.0,75.0,High
NIRF-93,Indian Institute of Technology Kharagpur,Indian Institute of Technology Kharagpur,Central University,Government,National,Headquarters,Headquarters,"Indian Institute of Technology Kharagpur, Headquarters, National",,,,NIRF Disclosed / Ministry of Education,B.Tech; M.Tech; PhD,Computer Science; Mechanical; Civil; Electrical; Electronics,46,809.0,9351.0,11.6,93.9,8.5,,,31.0,33.0,6.1,,,,Available for Boys & Girls,3.0,,NIRF MHRD Disclosures,2021,,,,,,,,,,,,,,,,https://www.nirfindia.org,True,High,False,66.7,98.0,86.0,98.0,68.0,83.0,75.0,High
NIRF-KINGGEORGESMEDICALUNIVER,King George`s Medical University,King George`s Medical University,Central University,Government,National,Headquarters,Headquarters,"King George`s Medical University, Headquarters, National",,,,NIRF Disclosed / Ministry of Education,B.Tech; M.Tech; PhD,Computer Science; Mechanical; Civil; Electrical; Electronics,320,434.0,2487.0,5.7,44.7,9.0,,,130.0,291.0,37.5,,,,Available for Boys & Girls,3.0,,NIRF MHRD Disclosures,2021,,,,,,,,,,,,,,,,https://www.nirfindia.org,True,High,False,55.8,98.0,86.0,98.0,68.0,83.0,75.0,High
NIRF-95,National Institute of Technology Rourkela,National Institute of Technology Rourkela,Central University,Government,National,Headquarters,Headquarters,"National Institute of Technology Rourkela, Headquarters, National",,,,NIRF Disclosed / Ministry of Education,B.Tech; M.Tech; PhD,Computer Science; Mechanical; Civil; Electrical; Electronics,610,388.0,5463.0,14.1,79.0,7.11,,,430.0,544.0,14.7,,,,Available for Boys & Girls,3.0,,NIRF MHRD Disclosures,2021,,,,,,,,,,,,,,,,https://www.nirfindia.org,True,High,False,60.5,98.0,86.0,98.0,68.0,83.0,75.0,High
NIRF-OSMANIAUNIVERSITY,Osmania University,Osmania University,Central University,Government,National,Headquarters,Headquarters,"Osmania University, Headquarters, National",,,,NIRF Disclosed / Ministry of Education,B.Tech; M.Tech; PhD,Computer Science; Mechanical; Civil; Electrical; Electronics,60,428.0,7475.0,17.5,45.5,3.25,,,25.0,55.0,40.0,,,,Available for Boys & Girls,3.0,,NIRF MHRD Disclosures,2021,,,,,,,,,,,,,,,,https://www.nirfindia.org,True,High,False,36.3,96.0,86.0,98.0,68.0,83.0,75.0,High
NIRF-97,Indian Institute of Technology Kanpur,Indian Institute of Technology Kanpur,Central University,Government,National,Headquarters,Headquarters,"Indian Institute of Technology Kanpur, Headquarters, National",,,,NIRF Disclosed / Ministry of Education,B.Tech; M.Tech; PhD,Computer Science; Mechanical; Civil; Electrical; Electronics,827,499.0,5414.0,10.8,58.7,17.0,,,463.0,789.0,41.2,,,,Available for Boys & Girls,3.0,,NIRF MHRD Disclosures,2021,,,,,,,,,,,,,,,,https://www.nirfindia.org,True,High,False,75.0,98.0,86.0,98.0,68.0,83.0,75.0,High
NIRF-KALINGAINSTITUTEOFINDUST,Kalinga Institute of Industrial Technology,Kalinga Institute of Industrial Technology,Central University,Government,National,Headquarters,Headquarters,"Kalinga Institute of Industrial Technology, Headquarters, National",,,,NIRF Disclosed / Ministry of Education,B.Tech; M.Tech; PhD,Computer Science; Mechanical; Civil; Electrical; Electronics,1260,1895.0,24710.0,13.0,89.3,6.0,,,1005.0,1126.0,10.7,,,,Available for Boys & Girls,3.0,,NIRF MHRD Disclosures,2021,,,,,,,,,,,,,,,,https://www.nirfindia.org,True,High,False,59.6,98.0,86.0,98.0,68.0,83.0,75.0,High
NIRF-AMITYUNIVERSITY,Amity University,Amity University,Private University,Private,Uttar Pradesh,Noida,Noida,"Amity University, Noida, Uttar Pradesh",,,,NIRF Disclosed / Ministry of Education,B.Tech; M.Tech; PhD,Computer Science; Mechanical; Civil; Electrical; Electronics,4680,2068.0,36920.0,17.9,6.6,3.0,,,286.0,4323.0,66.5,,,,Available for Boys & Girls,3.0,,NIRF MHRD Disclosures,2021,,,,,,,,,,,,,,,,https://www.nirfindia.org,True,High,False,19.3,96.0,62.0,92.0,68.0,83.0,75.0,High
NIRF-BIRLAINSTITUTEOFTECHNOLO,Birla Institute of Technology & Science -Pilani,Birla Institute of Technology & Science -Pilani,Central University,Government,National,Headquarters,Headquarters,"Birla Institute of Technology & Science -Pilani, Headquarters, National",,,,NIRF Disclosed / Ministry of Education,B.Tech; M.Tech; PhD,Computer Science; Mechanical; Civil; Electrical; Electronics,2196,785.0,13171.0,16.8,87.6,14.0,,,1869.0,2134.0,7.3,,,,Available for Boys & Girls,3.0,,NIRF MHRD Disclosures,2021,,,,,,,,,,,,,,,,https://www.nirfindia.org,True,High,False,75.2,96.0,86.0,98.0,68.0,83.0,75.0,High
NIRF-BANARASHINDUUNIVERSITY,Banaras Hindu University,Banaras Hindu University,Central University,Government,Uttar Pradesh,Varanasi,Varanasi,"Banaras Hindu University, Varanasi, Uttar Pradesh",,,,NIRF Disclosed / Ministry of Education,B.Tech; M.Tech; PhD,Computer Science; Mechanical; Civil; Electrical; Electronics,3713,1535.0,25585.0,16.7,11.0,6.5,,,387.0,3514.0,88.2,,,,Available for Boys & Girls,3.0,,NIRF MHRD Disclosures,2021,,,,,,,,,,,,,,,,https://www.nirfindia.org,True,High,False,35.6,96.0,86.0,98.0,68.0,83.0,75.0,High
NIRF-102,Indian Institute of Science,Indian Institute of Science,Central University,Government,National,Headquarters,Headquarters,"Indian Institute of Science, Headquarters, National",,,,NIRF Disclosed / Ministry of Education,B.Tech; M.Tech; PhD,Computer Science; Mechanical; Civil; Electrical; Electronics,120,464.0,1438.0,3.1,14.5,10.0,,,12.0,83.0,85.5,,,,Available for Boys & Girls,3.0,,NIRF MHRD Disclosures,2021,,,,,,,,,,,,,,,,https://www.nirfindia.org,True,High,False,45.9,98.0,86.0,98.0,68.0,83.0,75.0,High
NIRF-SRIVENKATESWARAUNIVERSIT,Sri Venkateswara University,Sri Venkateswara University,Central University,Government,National,Headquarters,Headquarters,"Sri Venkateswara University, Headquarters, National",,,,NIRF Disclosed / Ministry of Education,B.Tech; M.Tech; PhD,Computer Science; Mechanical; Civil; Electrical; Electronics,180,510.0,6967.0,13.7,19.2,3.0,,,25.0,130.0,11.5,,,,Available for Boys & Girls,3.0,,NIRF MHRD Disclosures,2021,,,,,,,,,,,,,,,,https://www.nirfindia.org,True,High,False,18.9,98.0,86.0,98.0,68.0,83.0,75.0,High
